Ticket ID,Summary,Current Status,Days in Current Status,Date Entered Status,Roadmap
DP-929,Insurance Assistant Full Integration (Landing Pages),Idea Backlog,47,2026-02-04 15:39:33.435,UK Research
DP-928,Landing Page Insurance Assistant Demand Test,Design/Solution Validation,70,2026-01-12 12:45:41.502,UK Research
DP-926,Human in the Loop (HITL) - Engagement Optimisation QCP ,Idea Backlog,25,2026-02-27 10:00:25.797,UK Buy
DP-920,"Removing Waiver of subro, Addtl Insured, Primary and Non-Contributory question from GL journey",Idea Backlog,67,2026-01-15 15:12:03.540,US Buy
DP-919,Contact Details Optimization (End-of-Flow) (A/B Test),Idea Backlog,75,2026-01-07 22:45:18.165,US Buy
DP-918,Offer to turn off auto renew to cancellation customers,Idea Backlog,75,2026-01-07 19:51:49.126,US Support & Growth
DP-917,Rebroke Targeting: Propensity to price shop at renewal,Idea Backlog,75,2026-01-07 13:54:41.666,UK Support & Growth
DP-916,Variable retention discounting - Offer more than 10%,Idea Backlog,75,2026-01-07 13:22:30.393,UK Support & Growth
DP-915,Claimswise,Idea Backlog,40,2026-02-11 15:49:23.036,UK Support & Growth
DP-911,Distribution Partner Portal View - Bulk download capability (Part 3),Ready for WSJF,76,2026-01-06 12:42:31.315,US Partners
DP-910,Distribution Partner Portal View - Full view & Document download access (Part 2),Design/Solution Validation,76,2026-01-06 12:42:28.378,US Partners
DP-908,Insurer led bulk testing / test modelling,Idea Backlog,77,2026-01-06 09:23:45.537,UK IP Ecosystems Dev
DP-907,NCC Assistant,Idea Backlog,78,2026-01-05 09:57:03.610,UK Support & Growth
DP-905,Use policy data to find questions that can be assumed for customer while quoting rather than having to ask them and risk drop off,Design/Solution Validation,83,2025-12-30 13:46:50.474,UK Buy
DP-904,Enable Hydra scores for Landing Pages,Idea Backlog,7,2026-03-16 12:47:40.968,US Research Brand & Experiments
DP-903,Hydra Landing Pages (IDM to 10-up),Idea Backlog,84,2025-12-30 09:51:32.554,UK Research
DP-902,Pre-App North star + product recommendations clean up ,Idea Backlog,7,2026-03-16 12:47:31.964,US Research Brand & Experiments
DP-900,Pre-Submission Review & Edit Screen,Idea Backlog,87,2025-12-26 17:27:15.674,US Buy
DP-899,Industry Peer Confidence Score,Idea Backlog,87,2025-12-26 17:27:15.069,US Buy
DP-898,Skilled Trades Appetite Expansion,Idea Backlog,87,2025-12-26 17:27:14.386,US Buy
DP-897,Specialized Consultant Path Logic,Idea Backlog,87,2025-12-26 17:27:13.838,US Buy
DP-896,Persistent Unique Application ID,Idea Backlog,87,2025-12-26 17:27:13.274,US Buy
DP-895,Public Record Data Pre-fill,Idea Backlog,87,2025-12-26 17:27:12.710,US Buy
DP-894,Simulated Quote Variety Exploration,Idea Backlog,87,2025-12-26 17:27:12.073,US Buy
DP-893,"Seamlessly retrieve customer progress across web, SMS, email, and contact center.",Idea Backlog,89,2025-12-24 18:59:00.997,US Buy
DP-892,"Automate ""Cart Compatibility"" to prevent product duplication or conflict during checkout.",Idea Backlog,89,2025-12-24 18:59:00.175,US Buy
DP-891,Decide when to offer dynamic discounts based on multi-product purchases or cancel likelihood.,Idea Backlog,89,2025-12-24 18:58:59.662,US Buy
DP-890,Continuous panel query logic to update questions based on real-time insurer appetite.,Idea Backlog,89,2025-12-24 18:58:59.080,US Buy
DP-889,"Redistribute risk-profile questions across different steps to find the ""next best question.""",Idea Backlog,89,2025-12-24 18:58:58.493,US Buy
DP-888,Personalize coverage offerings and upsells based on customer needs and evolving profiles.,Idea Backlog,89,2025-12-24 18:58:57.861,US Buy
DP-887,Reorder UI elements and reorganize layouts based on previous customer actions.,Idea Backlog,89,2025-12-24 18:58:57.300,US Buy
DP-886,Personalize UI text and images dynamically based on individual customer profiles or segments.,Idea Backlog,89,2025-12-24 18:58:56.679,US Buy
DP-885,"Adapt the journey dynamically by presenting the ""optimal next step"" based on goal evaluation.",Idea Backlog,89,2025-12-24 18:58:55.817,US Buy
DP-884,"Implement real-time ""Identify Customer"" logic to segment users into intent personas.",Idea Backlog,89,2025-12-24 18:58:55.108,US Buy
DP-883,Evaluate and implement alternative payment options like Apple Pay or PayPal.,Idea Backlog,89,2025-12-24 18:58:54.454,US Buy
DP-882,Dynamic adaptive pricing: test the optimal number of quotes to show per page.,Idea Backlog,89,2025-12-24 18:58:53.827,US Buy
DP-881,Allow customers to speak about their business (audio) and pre-populate fields using AI transcription.,Idea Backlog,89,2025-12-24 18:58:53.031,US Buy
DP-880,Implement a Legal Agreements checkbox instead of a separate standalone page.,Idea Backlog,89,2025-12-24 18:58:52.376,US Buy
DP-879,"Pre-fill questions that a statistical majority (e.g., 90%+) of customers answer in the same way.",Idea Backlog,89,2025-12-24 18:58:51.782,US Buy
DP-878,"If a carrier won't quote, remove all carrier-specific questions from the remainder of the app.",Idea Backlog,89,2025-12-24 18:58:51.174,US Buy
DP-877,"Update carrier questions to ""layman's terms"" while maintaining filed compliance.",Idea Backlog,89,2025-12-24 18:58:50.541,US Buy
DP-876,"Eliminate or fully automate the ""Secondary Trade"" question logic.",Idea Backlog,89,2025-12-24 18:58:49.939,US Buy
DP-875,"Allow users to update ""unquotable"" info on the QCP and get a new quote seamlessly.",Idea Backlog,89,2025-12-24 18:58:49.265,US Buy
DP-874,Scrape business information directly from a provided website or business profile URL.,Idea Backlog,89,2025-12-24 18:58:48.655,US Buy
DP-873,Implement predictive intervention for customers exhibiting a high likelihood to struggle with a question.,Idea Backlog,89,2025-12-24 18:58:48.093,US Buy
DP-872,"Test showing only 3 ""top"" quotes with others hidden beneath an accordion to reduce choice fatigue.",Idea Backlog,89,2025-12-24 18:58:47.508,US Buy
DP-871,Divert unqualifiable users to a referral partner immediately (Don't waste time).,Idea Backlog,89,2025-12-24 18:58:46.891,US Buy
DP-870,Provide customer-friendly context on exactly why a certain insurer declined to quote.,Idea Backlog,89,2025-12-24 18:58:46.339,US Buy
DP-869,Clean up the list of trades to ensure at least 1 carrier will quote for every available option.,Idea Backlog,89,2025-12-24 18:58:45.532,US Buy
DP-868,"Productionalize ""Zero-Click-To-Quote"" (ZC2Q) for customer-facing experiences.",Idea Backlog,89,2025-12-24 18:58:44.906,US Buy
DP-867,"Group Yes/No questions into bullet points on a single question page to reduce ""clicks-to-quote"".",Idea Backlog,89,2025-12-24 18:58:44.251,US Buy
DP-866,Implement a sliding scale UI for revenue and payroll questions to reduce typing friction.,Idea Backlog,89,2025-12-24 18:58:43.677,US Buy
DP-865,Group common (non-carrier specific) questions together to get customers to a quote faster.,Idea Backlog,89,2025-12-24 18:58:43.047,US Buy
DP-864,Move ancillary coverages and add-ons (AI/WOS/PNC/TRIA) to the post-quote flow.,Idea Backlog,89,2025-12-24 18:58:42.451,US Buy
DP-863,"Clearly communicate in the UI that we do not call customers (Remove ""phone fear"").",Idea Backlog,89,2025-12-24 18:58:41.803,US Buy
DP-862,"Only ask for contact details at the end, using the ""number of quotes received"" as a stimulus.",Idea Backlog,89,2025-12-24 18:58:41.235,US Buy
DP-861,"Set a clear expectation of the ""time to complete"" the form on the landing page.",Idea Backlog,89,2025-12-24 18:58:40.628,US Buy
DP-860,Target a Chat-to-sale conversion rate of 10–25% for assisted journeys.,Idea Backlog,89,2025-12-24 18:58:39.987,US Buy
DP-859,Add secondary trade simplification (Umbrella secondary trades).,Idea Backlog,89,2025-12-24 18:58:39.403,US Buy
DP-858,Investigate the performance of Assumptions Pages from UK learnings for US implementation.,Idea Backlog,89,2025-12-24 18:58:38.814,US Buy
DP-857,Document the specific Benefit for Customer and Benefit for Company for every value risk assessment.,Idea Backlog,89,2025-12-24 18:58:38.186,US Buy
DP-856,Implement mandatory financial viability checks for all new roadmap ideas.,Idea Backlog,89,2025-12-24 18:58:37.505,US Buy
DP-855,Productionalize Coterie BOP on GL.,Idea Backlog,89,2025-12-24 18:58:36.849,US Buy
DP-854,"Trigger a ""plain English"" coverage details explainer component in the post-quote journey.",Idea Backlog,89,2025-12-24 18:58:36.118,US Buy
DP-853,Upgrade call and chat components on the QCP for better visibility and user access.,Idea Backlog,89,2025-12-24 18:58:35.578,US Buy
DP-852,Calibrate coverage sets to show the lowest price on the glass and assess upsells post-QCP.,Idea Backlog,89,2025-12-24 18:58:35.005,US Buy
DP-851,Implement Coterie GL and enhanced Coterie question sets.,Idea Backlog,89,2025-12-24 18:58:34.415,US Buy
DP-849,Move Legal Agreements page to just before the final checkout step.,Idea Backlog,89,2025-12-24 18:58:33.183,US Buy
DP-848,Add context about risks if the user does not purchase General Liability coverage.,Idea Backlog,89,2025-12-24 18:58:32.579,US Buy
DP-847,Configure the Select button on QCP to skip QDS and go straight to Review/Checkout.,Idea Backlog,89,2025-12-24 18:58:31.939,US Buy
DP-846,Upgrade UI for monthly installments to be more intuitive and transparent.,Idea Backlog,89,2025-12-24 18:58:31.285,US Buy
DP-845,Signpost the quote with the lowest deductible clearly on the Quote Comparison Page.,Idea Backlog,89,2025-12-24 18:58:30.615,US Buy
DP-844,Implement Quote Lifecycle Management to allow saving a quote to return to later.,Idea Backlog,89,2025-12-24 18:58:30.013,US Buy
DP-843,Create a 1-click “Need help?” contextual CTA on high-friction pages.,Idea Backlog,89,2025-12-24 18:58:29.373,US Buy
DP-842,Implement AI-driven conversational quote flow with instant feedback and empathetic language.,Idea Backlog,42,2026-02-09 16:58:50.239,US Buy
DP-841,Embed voice or video advisor buttons directly within the chat interface for complex products.,Idea Backlog,89,2025-12-24 18:58:28.130,US Buy
DP-840,"Use SMS or email follow-ups for users who leave mid-chat: ""We saved your quote.""",Idea Backlog,89,2025-12-24 18:58:27.282,US Buy
DP-839,Implement smart escalation from AI chat to human agents for high-intent or urgent users.,Idea Backlog,89,2025-12-24 18:58:26.673,US Buy
DP-838,"Auto-pass user context (quotes viewed, time on page) to agents when a chat begins.",Idea Backlog,89,2025-12-24 18:58:26.094,US Buy
DP-837,Use session analytics to trigger chat based on scroll depth or hesitation signals.,Idea Backlog,89,2025-12-24 18:58:25.440,US Buy
DP-836,"Position chat triggers at the Payment step: ""Need to talk before you pay?"".",Idea Backlog,89,2025-12-24 18:58:24.787,US Buy
DP-835,Embed chat inline or anchored to prevent users from feeling like they are starting over.,Idea Backlog,89,2025-12-24 18:58:24.217,US Buy
DP-834,"Apply ""Loss Aversion"" framing on exit intent (e.g., ""Leaving now could mean missing your quote"").",Idea Backlog,89,2025-12-24 18:58:23.534,US Buy
DP-833,Use human faces or real agent names next to chat buttons to humanize support.,Idea Backlog,89,2025-12-24 18:58:22.813,US Buy
DP-832,"Implement real-time ""Nudge Moments"" telling users carriers are ready to quote them today.",Idea Backlog,89,2025-12-24 18:58:22.115,US Buy
DP-831,"Trigger chat/call invites based on behavioral intent (e.g., hesitating >15s on pricing).",Idea Backlog,89,2025-12-24 18:58:21.497,US Buy
DP-830,"Create a consolidated ""major steps"" funnel dashboard by trade for leadership.",Idea Backlog,89,2025-12-24 18:58:20.910,US Buy
DP-829,Split funnel data reporting trade-by-trade to see completion differences.,Idea Backlog,89,2025-12-24 18:58:20.335,US Buy
DP-828,Transition Secondary Trade to a multi-select (up to 3) format.,Idea Backlog,89,2025-12-24 18:58:19.489,US Buy
DP-826,Add prices and calls to action for Commercial Auto insurance results.,Idea Backlog,89,2025-12-24 18:58:18.235,US Buy
DP-825,Deploy a support bot (Brie) with pre-identified questions/answers on the QCP.,Idea Backlog,89,2025-12-24 18:58:17.591,US Buy
DP-823,Add FAQs specifically for the Quote Comparison Page.,Idea Backlog,89,2025-12-24 18:58:16.461,US Buy
DP-822,Implement exit intent surveys on the Quote Comparison Page (QCP).,Idea Backlog,89,2025-12-24 18:58:15.828,US Buy
DP-821,Use industry-specific copy like “Most popular for Photographers in Massachusetts” on cards.,Idea Backlog,89,2025-12-24 18:58:15.233,US Buy
DP-820,Offer add-on policy opportunities towards the end of the application process.,Idea Backlog,89,2025-12-24 18:58:14.619,US Buy
DP-819,Add a progress meter to encourage users to complete the application.,Idea Backlog,89,2025-12-24 18:58:13.960,US Buy
DP-818,Redesign the processing/loading screen before the payment step.,Idea Backlog,89,2025-12-24 18:58:13.285,US Buy
DP-817,"Display a ""Revenue at Risk"" metric to the user during the application.",Idea Backlog,89,2025-12-24 18:58:12.654,US Buy
DP-816,Move valuable data points like Name and Revenue to earlier in the question set.,Idea Backlog,89,2025-12-24 18:58:12.078,US Buy
DP-815,"Provide an off-ramp for users to answer questions via chatbot, FAQs, or agents.",Idea Backlog,89,2025-12-24 18:58:11.459,US Buy
DP-814,Implement exit intent messaging to capture users before they leave the site.,Idea Backlog,89,2025-12-24 18:58:10.817,US Buy
DP-813,Personalize the application journey using data collected at the start of the flow.,Idea Backlog,89,2025-12-24 18:58:10.231,US Buy
DP-812,Add supportive framing/messaging to indicate progress and locked-in rates.,Idea Backlog,89,2025-12-24 18:58:09.585,US Buy
DP-811,Audit and reduce application questions to only those serving a specific purpose.,Idea Backlog,89,2025-12-24 18:58:08.855,US Buy
DP-810,Website scanning for personalised quote estimates and simplified journey,Design/Solution Validation,89,2025-12-24 17:59:32.363,US Research Brand & Experiments
DP-806,Coterie BOP - Allow quoting for multiple locations,Assessing Viability & Value,62,2026-01-20 19:07:22.674,US IP Offering
DP-805,[ Move to error message improvements project] Update Card Payment page for WC,Idea Backlog,95,2025-12-18 14:32:57.079,US IP Offering
DP-804,"🇬🇧 Surface ""prices from"" + available cover limits on Contact details in order to reduce drop off",Idea Backlog,96,2025-12-17 20:20:46.610,Customer Experience
DP-803,"🇬🇧 Surface ""prices from"" message on Contact Details in order to reduce drop off",Idea Backlog,96,2025-12-17 16:08:09.113,Customer Experience
DP-799,Guide Customers to Other Product(s) After Single Product Referral,Idea Backlog,90,2025-12-23 15:45:23.713,US Buy
DP-796,Pre-Fill Application Questions Using External Data (A/B Test),Idea Backlog,90,2025-12-23 15:48:16.620,US Buy
DP-795,Shortened GL Journey Phase 2: Secondary Trade Simplification,Design/Solution Validation,96,2025-12-17 14:34:44.840,US Buy
DP-793,Show Progress Meter and Time Estimate (A/B Test),Idea Backlog,42,2026-02-09 16:58:31.101,US Buy
DP-789,Include both benefits and exclusions for ancils ,Idea Backlog,98,2025-12-15 11:55:46.676,UK Buy
DP-788,Make all Ancils mandetory for demands and needs assessment compliance requirement,Idea Backlog,98,2025-12-15 11:52:51.649,UK Buy
DP-785,"BOP - (good, better,best) Multiple Coterie Quotes on QCP  ",Assessing Viability & Value,102,2025-12-11 15:50:27.538,US IP Offering
DP-784,Multiple referral triggers indicate complexity,Idea Backlog,102,2025-12-11 13:19:40.865,UK IP Offering
DP-783,Predict high converting low quote Shop trades,Idea Backlog,52,2026-01-30 14:53:46.474,UK IP Offering
DP-782,Business activities percentages question improvement,Idea Backlog,55,2026-01-27 13:55:16.309,UK IP Offering
DP-781,PARENT IDEA: Validate motor trade as a growth segment,Idea Backlog,26,2026-02-25 16:48:10.634,UK IP Offering
DP-780,Add fees for on-platform insurers,Idea Backlog,103,2025-12-10 22:43:47.804,UK IP Offering
DP-779,Add fees for on-panel insurers,Idea Backlog,103,2025-12-10 22:41:47.543,UK IP Offering
DP-775,🇬🇧 Introduce claims statistics to the add-on presentation in the customer account in order to increase add-on take-up rate and income per customer,Idea Backlog,103,2025-12-10 14:25:55.227,Customer Experience
DP-773,Introduce affirmation messaging validating unique complexity in order to increase funnel progression among complex/niche business owners.,Idea Backlog,104,2025-12-09 16:41:42.723,UK IP Offering
DP-772,Introduce Loss Aversion messaging on key friction points in order to increase funnel progression among complex/niche business owners.,Idea Backlog,104,2025-12-09 16:37:32.694,UK IP Offering
DP-771,🇺🇸 Show claims data for GL on showcases in order to increase showcase selection,Idea Backlog,104,2025-12-09 16:03:11.421,Customer Experience
DP-769,🇺🇸 Show claims data for GL at the product recommendation stage in order to increase selection,Idea Backlog,104,2025-12-09 14:49:34.369,Customer Experience
DP-768,🇺🇸 Clarify the BOP 'Value of Business Property & Equipment' question in order to improve response accuracy and quotability,Idea Backlog,104,2025-12-09 14:29:33.572,Customer Experience
DP-767,🇺🇸 Amend the 'Hot Food' question to be inclusive for non-cooking businesses in order to increase application completion,Idea Backlog,104,2025-12-09 14:00:12.900,Customer Experience
DP-766,🇺🇸 Include Workers' Compensation (WC) in the restaurant showcase in order to increase the Showcase Selection Rate,Idea Backlog,104,2025-12-09 13:46:40.739,Customer Experience
DP-765, 🇬🇧 Introduce a question on current business insurance ownership into the quote form in order to build a foundational behavioural data layer for segmentation,Idea Backlog,104,2025-12-09 13:33:34.231,Customer Experience
DP-764,🇬🇧 Show messaging about SB's single-platform value prop on the Contact Details page to reduce drop off,Idea Backlog,104,2025-12-09 12:57:17.128,Customer Experience
DP-762,Funnel rerated customers into manual renewal journey,Idea Backlog,105,2025-12-09 10:17:01.292,UK Support & Growth
DP-761,Rerated customers to go through CoCo Rebroke,Idea Backlog,105,2025-12-09 10:16:29.862,UK Support & Growth
DP-760,🇬🇧 Show estimated quotes on the rebroke landing page in order to increase progression through the rebroke funnel,Idea Backlog,105,2025-12-08 20:21:38.123,Customer Experience
DP-759,🇺🇸 Pre-fill building questions in BOP in order to increase application completion and data accuracy,Idea Backlog,105,2025-12-08 15:12:47.738,Customer Experience
DP-758,🇬🇧 Contextualise Landlord quote prices at QCP with inherent property risk data in order to increase conversion,Idea Backlog,105,2025-12-08 15:02:01.071,Customer Experience
DP-757,🇺🇸 Change the marketing opt-in language in order to reduce drop-off right before the Quote Comparison Page,Idea Backlog,105,2025-12-08 12:37:29.154,Customer Experience
DP-756,Compare the Rater Smoke Tests to the Validator Output,Idea Backlog,105,2025-12-08 12:32:03.966,UK IP Ecosystems Dev
DP-755,🇺🇸 Show key information about the Harborway brand to increase hit rate when it is the sole quote on the QCP is,Idea Backlog,105,2025-12-08 12:27:59.036,Customer Experience
DP-754,🇺🇸 Show all available coverages on the Product Recommendation page in order to increase application starts,Idea Backlog,105,2025-12-08 11:58:47.489,Customer Experience
DP-753,🇺🇸 Show state and trade-specific coverage recommendations in order to increase ACR (Application Completion Rate),Idea Backlog,106,2025-12-08 11:36:26.677,Customer Experience
DP-752,Mapping Page 1 User Personas to Personalized Experiences,Idea Backlog,106,2025-12-08 11:29:59.602,UK Buy
DP-751,🇺🇸 Add key carrier information to the QCP in order to increase hit rate,Idea Backlog,106,2025-12-08 11:08:21.179,Customer Experience
DP-750,🇺🇸 Change the payroll question for owner-only businesses in order to improve data accuracy and reduce drop off,Idea Backlog,106,2025-12-08 10:56:02.599,Customer Experience
DP-749,"🇺🇸 Show simulated ""multiple quote"" options on the QCP in order to increase conversion",Idea Backlog,106,2025-12-08 10:40:10.368,Customer Experience
DP-748,🇺🇸 Introduce messaging about contact info on the Contact Details page in order to reduce drop-off,Idea Backlog,106,2025-12-08 10:29:37.420,Customer Experience
DP-747,Launch indicative price intervention pop up via hydra on Shop Q2Q,Idea Backlog,104,2025-12-09 14:21:09.299,UK Buy
DP-746,Rebroke: QrR - QCP Price Anchoring,Idea Backlog,108,2025-12-05 14:26:10.485,UK Support & Growth
DP-741,Policy Covers - Gapbot Demand,Idea Backlog,36,2026-02-16 10:17:54.220,UK Support & Growth
DP-740,News & Knowledge articles,Idea Backlog,110,2025-12-04 10:28:48.550,UK Support & Growth
DP-739,Serving our inactive customers,Idea Backlog,110,2025-12-04 10:27:39.180,UK Support & Growth
DP-738,Offer customers £25 off when they come back to SB,Idea Backlog,110,2025-12-04 10:27:13.946,UK Support & Growth
DP-737,Rebroker Pilot via Cancellation Modal,Idea Backlog,110,2025-12-03 20:33:52.617,US Support & Growth
DP-735,Reuse me,Idea Backlog,97,2025-12-16 15:28:44.283,UK Support & Growth
DP-734,🇬🇧 Display a multi-property value proposition in the customer account in order to increase conversion of additional properties,Idea Backlog,111,2025-12-02 13:14:22.978,Customer Experience
DP-732,Experimentation of Insurance Advisor introduction and trade workflow on product pages,Design/Solution Validation,112,2025-12-01 20:46:37.169,US Research Brand & Experiments
DP-730,Optimising Policy Search Result & Confirmation UX,Idea Backlog,115,2025-11-28 18:09:43.132,UK Support & Growth
DP-728,Proactive Pre-Renewal Account Linking Nudge,Idea Backlog,115,2025-11-28 17:50:47.256,UK Support & Growth
DP-727,Rebroke:  Email Variant for Unlinked Accounts,Idea Backlog,115,2025-11-28 17:49:19.565,UK Support & Growth
DP-726,Rebroke: Suppression of Emails for Unlinked Accounts ,Idea Backlog,115,2025-11-28 17:47:26.786,UK Support & Growth
DP-725,🇬🇧 Feature landlord news and updates more prominently in the customer account to increase account engagement and exposure to landlord-targeted tests,Idea Backlog,115,2025-11-28 12:12:25.596,Customer Experience
DP-724,🇬🇧 Improve add-on presentation in the customer account in order to increase take-up rate and income per customer,Idea Backlog,116,2025-11-28 10:37:39.657,Customer Experience
DP-723,🇬🇧 Display pricing information for add-ons offered in the customer account in order to increase take-up rate and income per customer,Idea Backlog,116,2025-11-28 10:18:15.272,Customer Experience
DP-721,Moving CBD telephony capability to idiophone,Idea Backlog,68,2026-01-14 12:46:18.996,UK IP Offering
DP-720,Automate Smoke Tests,Idea Backlog,118,2025-11-26 08:43:44.249,UK IP Ecosystems Dev
DP-719,Renewal testing ability for insurers,Idea Backlog,118,2025-11-26 08:35:28.499,UK IP Ecosystems Dev
DP-718,Question set 2.0 (Using question guidelines to allow AI to generate insurer compliant question wording),Idea Design & Solutioning,118,2025-11-26 09:49:18.385,UK Buy
DP-714,High hit rate for single-quote customers,Idea Backlog,122,2025-11-21 13:47:16.383,UK IP Offering
DP-713,Offer offline MPLL discounts in the journey pre-QCP,Idea Backlog,109,2025-12-05 10:20:31.441,UK IP Offering
DP-709,Display Cyber as 3rd Option ,Idea Backlog,124,2025-11-19 13:41:39.934,UK Buy
DP-708,Onboarding insurers cannot easily be accelerated,Idea Backlog,125,2025-11-19 11:25:20.551,UK IP Offering
DP-706,Redesign the commercial_insurance_transfer_consent page when no quote is available,Idea Backlog,126,2025-11-17 21:35:05.552,US Buy
DP-705,JPD - test [not for use],Idea Backlog,129,2025-11-14 14:38:41.927,UK IP Offering
DP-704,Create SEO page for unquotables,Idea Backlog,130,2025-11-13 13:25:03.070,UK IP Offering
DP-701,Newity x SB integration ,Idea Backlog,131,2025-11-12 15:24:01.745,US Partners
DP-700,Employers liability is not included by default in CmC office or professional,Idea Backlog,132,2025-11-12 11:05:45.222,UK IP Offering
DP-698,Automatically email partner a copy of insured's custom COI,Idea Backlog,132,2025-11-11 20:25:24.595,US Partners
DP-695,Test calling the discount a 'loyalty discount' to see if it changes the customer sentiment,Idea Backlog,132,2025-11-11 14:20:57.324,UK Support & Growth
DP-693,"We believe we can improve our retention rate by x% by developing a score of how worthwhile it is to try and save a customer (e.g. margin, other policies held, etc) so online and offline interventions can be targeted",Idea Backlog,132,2025-11-11 14:20:55.859,UK Support & Growth
DP-691,Re-rate policy based on new RFQs being created,Idea Backlog,132,2025-11-11 14:20:54.352,UK Support & Growth
DP-690,Make opt-out email include a mention of 10% dicsount or price,Idea Backlog,132,2025-11-11 14:20:53.642,UK Support & Growth
DP-688,Remove the confirmation page and go straight to account,Idea Backlog,132,2025-11-11 14:20:52.173,UK Support & Growth
DP-686,Increasing the value of SBs offering through support,Idea Backlog,132,2025-11-11 14:20:50.844,UK Support & Growth
DP-685,Send our 21 day mailer earlier,Idea Backlog,132,2025-11-11 14:20:50.103,UK Support & Growth
DP-684,Chatbot Renewal,Idea Backlog,132,2025-11-11 14:20:49.317,UK Support & Growth
DP-683,Longer window between payment attempts,Idea Backlog,42,2026-02-09 21:46:47.715,UK Support & Growth
DP-682,Offer free ancillary covers out of SB commission,Idea Backlog,132,2025-11-11 14:20:47.908,UK Support & Growth
DP-681,X/Upsell - customer 'what if' scenarios' in the Account,Idea Backlog,132,2025-11-11 14:20:47.074,UK Support & Growth
DP-680,Quick to quote journey: RBOL,Idea Backlog,132,2025-11-11 14:20:46.246,UK Support & Growth
DP-678,Chatbot MTA,Idea Backlog,132,2025-11-11 14:20:44.824,UK Support & Growth
DP-677,Chatbot support from event data,Idea Backlog,132,2025-11-11 14:20:44.045,UK Support & Growth
DP-676,Reuse me,Idea Backlog,132,2025-11-11 14:20:43.221,UK Support & Growth
DP-675,New opt out option thats not lifetime but used before day 30 so more customers can get a quote?,Idea Backlog,132,2025-11-11 14:20:42.551,UK Support & Growth
DP-674,18-24 month policies,Idea Backlog,132,2025-11-11 14:20:41.779,UK Support & Growth
DP-673,Chatbot Opt Out,Idea Backlog,132,2025-11-11 14:20:41.084,UK Support & Growth
DP-672,Ai Renewal agents (outbound calls),Idea Backlog,132,2025-11-11 14:20:40.391,UK Support & Growth
DP-671,Variable retention discounts - Reducing %,Idea Backlog,132,2025-11-11 14:20:39.735,UK Support & Growth
DP-669,We stop offering discounts to 'costly returners',Idea Backlog,132,2025-11-11 14:20:38.327,UK Support & Growth
DP-667,Chatbot: Human in the loop in Rebroke,Idea Backlog,132,2025-11-11 11:51:18.072,UK Support & Growth
DP-666,Rebroke: Intent Questions - remove or change,Idea Backlog,132,2025-11-11 11:46:10.162,UK Support & Growth
DP-662,Cyber Prompt ,Idea Backlog,133,2025-11-10 11:55:15.116,UK Support & Growth
DP-661,Update unoccupied email to direct online,Idea Backlog,133,2025-11-10 11:54:52.059,UK Support & Growth
DP-659,Schedule a callback from Core consultant,Idea Backlog,137,2025-11-06 18:18:35.831,UK IP Offering
DP-658,Copy of Note in Chopin when customer is routed to a Flexor team,Assessing Viability & Value,137,2025-11-06 16:25:21.026,UK IP Offering
DP-657,Send Flexor SMS to alternative numbers,Idea Backlog,137,2025-11-06 16:09:28.374,UK IP Offering
DP-655,Use Model Versioning to better support customer MTAs,To Do Ideas,18,2026-03-05 14:28:34.016,UK IP Ecosystems Dev
DP-653,Pre-Fill Cyber Insurance Application fields (when cross-sold),Idea Backlog,139,2025-11-04 21:36:31.443,US Buy
DP-650,Full Panel RFQ (capability at renewal rating),To Do Ideas,139,2025-11-04 11:56:45.114,UK IP Ecosystems Dev
DP-649,"Dynamic AI-Powered ""Comparison Utility"" for Single Quote Scenarios",Idea Backlog,140,2025-11-04 11:06:39.656,US IP Offering
DP-647,Interventions in the questionnaire reduce accidental referrals,Idea Backlog,41,2026-02-10 13:25:49.470,UK IP Offering
DP-646,Introducing dynamic dd scripting offline for customers for policies over £5k,Idea Backlog,140,2025-11-03 15:48:35.369,UK Support & Growth
DP-642,🇬🇧 Show self-serve MTA messaging on the QCP in order to increase conversion,Idea Backlog,144,2025-10-30 21:08:15.978,Customer Experience
DP-641,"🇬🇧 Show self-serve, free MTA messaging at the “Your employees” journey step to reduce drop off",Idea Backlog,144,2025-10-30 20:39:06.751,Customer Experience
DP-640,Post QCP Drop Off ,Assessing Viability & Value,144,2025-10-30 14:56:20.364,UK Research
DP-638,Use UK TechTeam approach with delegated authority for Harborway,Idea Backlog,101,2025-12-12 14:50:43.531,US IP Offering
DP-637,Cross-Product 3rd Party Data Landscape & Opportunity Assessment,Idea Backlog,145,2025-10-30 10:53:08.097,US IP Offering
DP-636,Explore new 3rd party data sources beyond Verisk for all journeys,Idea Backlog,145,2025-10-30 10:48:34.861,US IP Offering
DP-634,Traveler's BOP Indicative Quote Integration,Idea Backlog,40,2026-02-11 16:24:02.877,US IP Offering
DP-633,🇺🇸 Let customers clarify their business' activities/services at the point of trade selection in order to decrease drop off,Idea Backlog,146,2025-10-29 10:49:18.181,Customer Experience
DP-631,🇬🇧 Start the journey with a personalised covers page for users who enter the form from a landing page trade selector in order to decrease drop off,Idea Backlog,146,2025-10-28 16:15:43.542,Customer Experience
DP-626,PCL: Offer repayments over 11 months ,Idea Backlog,147,2025-10-28 10:29:07.334,UK Support & Growth
DP-625,CashbackRemove Cheques: Make customers aware that payment is upcoming,Idea Backlog,147,2025-10-28 10:28:27.647,UK Support & Growth
